"initial_alias","converted_alias","name","description","namespace"
"RAPH1","ENSG00000173166","RAPH1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD28","ENSG00000178562","CD28","CD28 molecule [Source:HGNC Symbol;Acc:HGNC:1653]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM11579","None","None","None",""
"CTLA4","ENSG00000163599","CTLA4","cytotoxic T-lymphocyte associated protein 4 [Source:HGNC Symbol;Acc:HGNC:2505]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ICOS","ENSG00000163600","ICOS","inducible T cell costimulator [Source:HGNC Symbol;Acc:HGNC:5351]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM4208","None","None","None",""
"INO80D","ENSG00000114933","INO80D","INO80 complex subunit D [Source:HGNC Symbol;Acc:HGNC:25997]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM20342","None","None","None",""
"NDUFS1","ENSG00000023228","NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EEF1B2","ENSG00000114942","EEF1B2","eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:HGNC:3208]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FASTKD2","ENSG00000118246","FASTKD2","FAST kinase domains 2 [Source:HGNC Symbol;Acc:HGNC:29160]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLF7","ENSG00000118263","KLF7","KLF transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CREB1","ENSG00000118260","CREB1","cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"METTL21A","ENSG00000144401","METTL21A","methyltransferase 21A, HSPA lysine [Source:HGNC Symbol;Acc:HGNC:30476]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCNYL1","ENSG00000163249","CCNYL1","cyclin Y like 1 [Source:HGNC Symbol;Acc:HGNC:26868]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FZD5","ENSG00000163251","FZD5","frizzled class receptor 5 [Source:HGNC Symbol;Acc:HGNC:4043]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLEKHM3","ENSG00000178385","PLEKHM3","pleckstrin homology domain containing M3 [Source:HGNC Symbol;Acc:HGNC:34006]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IDH1","ENSG00000138413","IDH1","isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIKFYVE","ENSG00000115020","PIKFYVE","phosphoinositide kinase, FYVE-type zinc finger containing [Source:HGNC Symbol;Acc:HGNC:23785]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPE","ENSG00000197713","RPE","ribulose-5-phosphate-3-epimerase [Source:HGNC Symbol;Acc:HGNC:10293]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KANSL1L","ENSG00000144445","KANSL1L","KAT8 regulatory NSL complex subunit 1 like [Source:HGNC Symbol;Acc:HGNC:26310]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACADL","ENSG00000115361","ACADL","acyl-CoA dehydrogenase long chain [Source:HGNC Symbol;Acc:HGNC:88]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LANCL1","ENSG00000115365","LANCL1","LanC like glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:6508]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IKZF2","ENSG00000030419","IKZF2","IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BARD1","ENSG00000138376","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATIC","ENSG00000138363","ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PECR","ENSG00000115425","PECR","peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XRCC5","ENSG00000079246","XRCC5","X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMARCAL1","ENSG00000138375","SMARCAL1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL37A","ENSG00000197756","RPL37A","ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNS1","ENSG00000079308","TNS1","tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARPC2","ENSG00000163466","ARPC2","actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AAMP","ENSG00000127837","AAMP","angio associated migratory cell protein [Source:HGNC Symbol;Acc:HGNC:18]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PNKD","ENSG00000127838","PNKD","PNKD metallo-beta-lactamase domain containing [Source:HGNC Symbol;Acc:HGNC:9153]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMBIM1","ENSG00000135926","TMBIM1","transmembrane BAX inhibitor motif containing 1 [Source:HGNC Symbol;Acc:HGNC:23410]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTDSP1","ENSG00000144579","CTDSP1","CTD small phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:21614]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP37","ENSG00000135913","USP37","ubiquitin specific peptidase 37 [Source:HGNC Symbol;Acc:HGNC:20063]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNOT9","ENSG00000144580","CNOT9","CCR4-NOT transcription complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:10445]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFP142","None","None","None",""
"BCS1L","ENSG00000074582","BCS1L","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone [Source:HGNC Symbol;Acc:HGNC:1020]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF25","ENSG00000163481","RNF25","ring finger protein 25 [Source:HGNC Symbol;Acc:HGNC:14662]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTLL4","ENSG00000135912","TTLL4","tubulin tyrosine ligase like 4 [Source:HGNC Symbol;Acc:HGNC:28976]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NHEJ1","ENSG00000187736","NHEJ1","non-homologous end joining factor 1 [Source:HGNC Symbol;Acc:HGNC:25737]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNPPD1","ENSG00000115649","CNPPD1","cyclin Pas1/PHO80 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25220]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RETREG2","ENSG00000144567","RETREG2","reticulophagy regulator family member 2 [Source:HGNC Symbol;Acc:HGNC:28450]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFAND2B","ENSG00000158552","ZFAND2B","zinc finger AN1-type containing 2B [Source:HGNC Symbol;Acc:HGNC:25206]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABCB6","ENSG00000115657","ABCB6","ATP binding cassette subfamily B member 6 (Langereis blood group) [Source:HGNC Symbol;Acc:HGNC:47]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG9A","ENSG00000198925","ATG9A","autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKZF1","ENSG00000163516","ANKZF1","ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:25527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STK16","ENSG00000115661","STK16","serine/threonine kinase 16 [Source:HGNC Symbol;Acc:HGNC:11394]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TUBA4A","ENSG00000127824","TUBA4A","tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJB2","ENSG00000135924","DNAJB2","DnaJ heat shock protein family (Hsp40) member B2 [Source:HGNC Symbol;Acc:HGNC:5228]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNPEP","ENSG00000123992","DNPEP","aspartyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:2981]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GMPPA","ENSG00000144591","GMPPA","GDP-mannose pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:22923]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHPF","ENSG00000123989","CHPF","chondroitin polymerizing factor [Source:HGNC Symbol;Acc:HGNC:24291]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STK11IP","ENSG00000144589","STK11IP","serine/threonine kinase 11 interacting protein [Source:HGNC Symbol;Acc:HGNC:19184]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FARSB","ENSG00000116120","FARSB","phenylalanyl-tRNA synthetase subunit beta [Source:HGNC Symbol;Acc:HGNC:17800]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AP1S3","ENSG00000152056","AP1S3","adaptor related protein complex 1 subunit sigma 3 [Source:HGNC Symbol;Acc:HGNC:18971]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDFY1","ENSG00000085449","WDFY1","WD repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20451]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL44","ENSG00000135900","MRPL44","mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SERPINE2","ENSG00000135919","SERPINE2","serpin family E member 2 [Source:HGNC Symbol;Acc:HGNC:8951]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CUL3","ENSG00000036257","CUL3","cullin 3 [Source:HGNC Symbol;Acc:HGNC:2553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DOCK10","ENSG00000135905","DOCK10","dedicator of cytokinesis 10 [Source:HGNC Symbol;Acc:HGNC:23479]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RHBDD1","ENSG00000144468","RHBDD1","rhomboid domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23081]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MFF","ENSG00000168958","MFF","mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AGFG1","ENSG00000173744","AGFG1","ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:HGNC:5175]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRIP12","ENSG00000153827","TRIP12","thyroid hormone receptor interactor 12 [Source:HGNC Symbol;Acc:HGNC:12306]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO36","ENSG00000153832","FBXO36","F-box protein 36 [Source:HGNC Symbol;Acc:HGNC:27020]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C130026I21RIK","None","None","None",""
"A530040E14RIK","None","None","None",""
"SP110","ENSG00000135899","SP110","SP110 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:5401]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SP140","ENSG00000079263","SP140","SP140 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:17133]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SP100","ENSG00000067066","SP100","SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"A630001G21RIK","None","None","None",""
"CAB39","ENSG00000135932","CAB39","calcium binding protein 39 [Source:HGNC Symbol;Acc:HGNC:20292]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ITM2C","ENSG00000135916","ITM2C","integral membrane protein 2C [Source:HGNC Symbol;Acc:HGNC:6175]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM28884","None","None","None",""
"GPR55","ENSG00000135898","GPR55","G protein-coupled receptor 55 [Source:HGNC Symbol;Acc:HGNC:4511]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMD1","ENSG00000173692","PSMD1","proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARMC9","ENSG00000135931","ARMC9","armadillo repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:20730]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCL","ENSG00000115053","NCL","nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTMA","ENSG00000187514","PTMA","prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDE6D","ENSG00000156973","PDE6D","phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COPS7B","ENSG00000144524","COPS7B","COP9 signalosome subunit 7B [Source:HGNC Symbol;Acc:HGNC:16760]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DIS3L2","ENSG00000144535","DIS3L2","DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E2","ENSG00000135930","EIF4E2","eukaryotic translation initiation factor 4E family member 2 [Source:HGNC Symbol;Acc:HGNC:3293]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GIGYF2","ENSG00000204120","GIGYF2","GRB10 interacting GYF protein 2 [Source:HGNC Symbol;Acc:HGNC:11960]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INPP5D","ENSG00000168918","INPP5D","inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG16L1","ENSG00000085978","ATG16L1","autophagy related 16 like 1 [Source:HGNC Symbol;Acc:HGNC:21498]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAG","ENSG00000130561","SAG","S-antigen visual arrestin [Source:HGNC Symbol;Acc:HGNC:10521]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGKD","ENSG00000077044","DGKD","diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP40","ENSG00000085982","USP40","ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HJURP","ENSG00000123485","HJURP","Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM29336","None","None","None",""
"ARL4C","ENSG00000188042","ARL4C","ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COPS8","ENSG00000198612","COPS8","COP9 signalosome subunit 8 [Source:HGNC Symbol;Acc:HGNC:24335]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRFIP1","ENSG00000124831","LRRFIP1","LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAMP1","ENSG00000132329","RAMP1","receptor activity modifying protein 1 [Source:HGNC Symbol;Acc:HGNC:9843]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2F","ENSG00000184182","UBE2F","ubiquitin conjugating enzyme E2 F (putative) [Source:HGNC Symbol;Acc:HGNC:12480]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCLY","ENSG00000132330","SCLY","selenocysteine lyase [Source:HGNC Symbol;Acc:HGNC:18161]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ILKAP","ENSG00000132323","ILKAP","ILK associated serine/threonine phosphatase [Source:HGNC Symbol;Acc:HGNC:15566]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HES6","ENSG00000144485","HES6","hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRAF3IP1","ENSG00000204104","TRAF3IP1","TRAF3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17861]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASB1","ENSG00000065802","ASB1","ankyrin repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:16011]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HDAC4","ENSG00000068024","HDAC4","histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFA10","ENSG00000130414","NDUFA10","NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COPS9","ENSG00000172428","COPS9","COP9 signalosome subunit 9 [Source:HGNC Symbol;Acc:HGNC:21314]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OTOS","ENSG00000178602","OTOS","otospiralin [Source:HGNC Symbol;Acc:HGNC:22644]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPC1","ENSG00000063660","GPC1","glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUSP28","ENSG00000188542","DUSP28","dual specificity phosphatase 28 [Source:HGNC Symbol;Acc:HGNC:33237]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNPEPL1","ENSG00000142327","RNPEPL1","arginyl aminopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:10079]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"9430060I03RIK","None","None","None",""
"CAPN10","ENSG00000142330","CAPN10","calpain 10 [Source:HGNC Symbol;Acc:HGNC:1477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTERF4","ENSG00000122085","MTERF4","mitochondrial transcription termination factor 4 [Source:HGNC Symbol;Acc:HGNC:28785]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PASK","ENSG00000115687","PASK","PAS domain containing serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:17270]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1R7","ENSG00000115685","PPP1R7","protein phosphatase 1 regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HDLBP","ENSG00000115677","HDLBP","high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEPT2","None","None","None",""
"STK25","ENSG00000115694","STK25","serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"THAP4","ENSG00000176946","THAP4","THAP domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23187]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG4B","ENSG00000168397","ATG4B","autophagy related 4B cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20790]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DTYMK","ENSG00000168393","DTYMK","deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ING5","ENSG00000168395","ING5","inhibitor of growth family member 5 [Source:HGNC Symbol;Acc:HGNC:19421]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"D2HGDH","ENSG00000180902","D2HGDH","D-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:28358]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDCD1","ENSG00000188389","PDCD1","programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM174A","ENSG00000174132","FAM174A","family with sequence similarity 174 member A [Source:HGNC Symbol;Acc:HGNC:24943]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ST8SIA4","ENSG00000113532","ST8SIA4","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10871]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GM28901","None","None","None",""
"D1ERTD622E","None","None","None",""
"PPIP5K2","ENSG00000145725","PPIP5K2","diphosphoinositol pentakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:29035]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GIN1","ENSG00000145723","GIN1","gypsy retrotransposon integrase 1 [Source:HGNC Symbol;Acc:HGNC:25959]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAM","ENSG00000145730","PAM","peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIGN","ENSG00000197563","PIGN","phosphatidylinositol glycan anchor biosynthesis class N [Source:HGNC Symbol;Acc:HGNC:8967]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"2310035C23RIK","None","None","None",""
"GM7160","None","None","None",""
"ZCCHC2","ENSG00000141664","ZCCHC2","zinc finger CCHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22916]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHLPP1","ENSG00000081913","PHLPP1","PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2","ENSG00000171791","BCL2","BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KDSR","ENSG00000119537","KDSR","3-ketodihydrosphingosine reductase [Source:HGNC Symbol;Acc:HGNC:4021]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VPS4B","ENSG00000119541","VPS4B","vacuolar protein sorting 4 homolog B [Source:HGNC Symbol;Acc:HGNC:10895]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSN","ENSG00000211460","TSN","translin [Source:HGNC Symbol;Acc:HGNC:12379]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NIFK","ENSG00000155438","NIFK","nucleolar protein interacting with the FHA domain of MKI67 [Source:HGNC Symbol;Acc:HGNC:17838]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLASP1","ENSG00000074054","CLASP1","cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"2900060B14RIK","None","None","None",""
"RALB","ENSG00000144118","RALB","RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM185B","ENSG00000226479","TMEM185B","transmembrane protein 185B [Source:HGNC Symbol;Acc:HGNC:18896]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTPN4","ENSG00000088179","PTPN4","protein tyrosine phosphatase non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM177","ENSG00000144120","TMEM177","transmembrane protein 177 [Source:HGNC Symbol;Acc:HGNC:28143]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM37","ENSG00000171227","TMEM37","transmembrane protein 37 [Source:HGNC Symbol;Acc:HGNC:18216]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
